company_name,category,country_code,year_founded,funding_range,profile_url
Sentinel DeepActive,AI in Fintech,KR,2023,$1M-$10M,https://www.ai-market-watch.com/company/sentinel-deepactive
SentiPulse,AI Agents,CN,2025,Undisclosed,https://www.ai-market-watch.com/company/sentipulse
Sentra,AI in Cybersecurity,US,2021,$100M-$500M,https://www.ai-market-watch.com/company/sentra
Senttr,AI Agents,GB,2023,Undisclosed,https://www.ai-market-watch.com/company/senttr
SEOPage.ai,AI Agents,SG,2025,Undisclosed,https://www.ai-market-watch.com/company/seopage-ai
Seoul Robotics,Robotics / Embodied AI,KR,2017,$10M-$50M,https://www.ai-market-watch.com/company/seoul-robotics
Sequence,AI Agents,GB,2022,$10M-$50M,https://www.ai-market-watch.com/company/sequence
Sera AI,AI Agents,EE,2024,$1M-$10M,https://www.ai-market-watch.com/company/sera-ai
Seraphic Security,AI in Cybersecurity,IL,2020,$10M-$50M,https://www.ai-market-watch.com/company/seraphic-security
Series,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/series
Servable,AI in Fintech,,2023,Undisclosed,https://www.ai-market-watch.com/company/servable
Serval,AI Agents,US,2024,$100M-$500M,https://www.ai-market-watch.com/company/serval
ServiceMob,AI in Analytics & BI,US,2020,Undisclosed,https://www.ai-market-watch.com/company/servicemob
ServiceNow,AI Agents,US,2003,Undisclosed,https://www.ai-market-watch.com/company/servicenow
SES AI,AI in Climate / Energy,US,2012,Undisclosed,https://www.ai-market-watch.com/company/ses-ai
Sesame,Voice / Speech AI,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/sesame
Sett,AI in Media / Gaming / Entertainment,IL,2022,$50M-$100M,https://www.ai-market-watch.com/company/sett
Sevii,AI in Cybersecurity,US,2024,Undisclosed,https://www.ai-market-watch.com/company/sevii
Shadow,AI Agents,US,2022,Undisclosed,https://www.ai-market-watch.com/company/shadow
"Shanghai Ant Lingbo Technology Co., Ltd.",Robotics / Embodied AI,CN,2024,Undisclosed,https://www.ai-market-watch.com/company/shanghai-ant-lingbo-technology-co-ltd
ShanX Medtech,AI in Healthcare,NL,2019,$10M-$50M,https://www.ai-market-watch.com/company/shanx-medtech
Shapes,AI Agents,IL,2020,$10M-$50M,https://www.ai-market-watch.com/company/shapes
ShardLab,AI Agents,KR,2023,Undisclosed,https://www.ai-market-watch.com/company/shardlab
Sharge,Computer Vision,CN,2019,$10M-$50M,https://www.ai-market-watch.com/company/sharge
"Sharon AI, Inc.",AI in Analytics & BI,US,2024,Undisclosed,https://www.ai-market-watch.com/company/sharon-ai-inc
Sharpa,Robotics / Embodied AI,SG,2024,$100M-$500M,https://www.ai-market-watch.com/company/sharpa
Sharpsell.ai,AI in Marketing,IN,2018,$1M-$10M,https://www.ai-market-watch.com/company/sharpsell-ai
Shatterdome Energy,AI in Climate / Energy,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/shatterdome-energy
SheetVenture,AI in Fintech,US,2024,Undisclosed,https://www.ai-market-watch.com/company/sheetventure
Shelfmark,Computer Vision,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/shelfmark
ShengShu Technology,Foundation Models / LLMs,CN,2023,$100M-$500M,https://www.ai-market-watch.com/company/shengshu-technology
Shentingji,Robotics / Embodied AI,CN,2024,$10M-$50M,https://www.ai-market-watch.com/company/shentingji
Sherlocks AI,AI Agents,IN,2025,<$1M,https://www.ai-market-watch.com/company/sherlocks-ai
Sherpa,AI Agents,DE,2025,$1M-$10M,https://www.ai-market-watch.com/company/sherpa
Shield AI,Robotics / Embodied AI,US,2015,$1B+,https://www.ai-market-watch.com/company/shield-ai
Shifters,Robotics / Embodied AI,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/shifters
ShiftUp,AI in Marketing,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/shiftup
SHILD FORCE,AI in Education,JP,2025,<$1M,https://www.ai-market-watch.com/company/shild-force
Shipwire,AI in Supply Chain / Logistics,US,2006,$10M-$50M,https://www.ai-market-watch.com/company/shipwire
Shizuku AI,AI Agents,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/shizuku-ai
Shomvob,AI in HR & Talent,,2022,$1M-$10M,https://www.ai-market-watch.com/company/shomvob
ShopOS,AI in Marketing,IN,2024,$10M-$50M,https://www.ai-market-watch.com/company/shopos
shoppin',AI Search / Retrieval,IN,2024,<$1M,https://www.ai-market-watch.com/company/shoppin
Shortcut AI,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/shortcut-ai
Shoutt,AI in HR & Talent,GB,2023,<$1M,https://www.ai-market-watch.com/company/shoutt
Shuttle,AI Infrastructure,GB,2020,$1M-$10M,https://www.ai-market-watch.com/company/shuttle
SiC Systems,AI Agents,US,2025,$10M-$50M,https://www.ai-market-watch.com/company/sic-systems
Sidetrade,AI in Fintech,FR,2000,$1M-$10M,https://www.ai-market-watch.com/company/sidetrade
Sierra,AI Agents,US,2023,$1B+,https://www.ai-market-watch.com/company/sierra
SiFive,AI Chips / Semiconductors,US,2015,$500M-$1B,https://www.ai-market-watch.com/company/sifive
Sify Infinit Spaces Limited,AI Infrastructure,IN,2017,$100M-$500M,https://www.ai-market-watch.com/company/sify-infinit-spaces-limited
SigIQ.ai,AI in Education,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/sigiq-ai
Signal AI,AI in Analytics & BI,GB,2013,$100M-$500M,https://www.ai-market-watch.com/company/signal-ai
Significo,AI in Healthcare,US,2014,$10M-$50M,https://www.ai-market-watch.com/company/significo
Silex,AI in Legal,,2023,$1M-$10M,https://www.ai-market-watch.com/company/silex
SiliconFlow,AI Infrastructure,CN,2023,$100M-$500M,https://www.ai-market-watch.com/company/siliconflow
SILK THE RICH,AI in Retail / E-commerce,JP,2022,$100M-$500M,https://www.ai-market-watch.com/company/silk-the-rich
Silverback AI,AI in Analytics & BI,IL,2014,$1M-$10M,https://www.ai-market-watch.com/company/silverback-ai
Sim.ai,AI Agents,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/sim-ai
SiMa.ai,AI Infrastructure,US,2018,$100M-$500M,https://www.ai-market-watch.com/company/sima-ai
Simaia,AI in Marketing,HK,2026,Undisclosed,https://www.ai-market-watch.com/company/simaia
Simbian,AI in Cybersecurity,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/simbian
SimBioSys,AI in Healthcare,US,2018,$10M-$50M,https://www.ai-market-watch.com/company/simbiosys
SimCare AI,AI in Healthcare,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/simcare-ai
Simile,AI Infrastructure,US,2025,$100M-$500M,https://www.ai-market-watch.com/company/simile
Simmetry,Computer Vision,DE,2024,<$1M,https://www.ai-market-watch.com/company/simmetry
Simple,AI in Healthcare,GB,2019,$10M-$50M,https://www.ai-market-watch.com/company/simple
SimpleClosure,AI in Fintech,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/simpleclosure
Simplenight,AI Agents,US,2013,$10M-$50M,https://www.ai-market-watch.com/company/simplenight
SimScale,AI Infrastructure,DE,2012,$50M-$100M,https://www.ai-market-watch.com/company/simscale
Simular AI,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/simular-ai
Sindbad Tech,AI in Fintech,SA,2013,$1M-$10M,https://www.ai-market-watch.com/company/sindbad-tech
Singularity Venture Hub,AI Infrastructure,CH,2024,Undisclosed,https://www.ai-market-watch.com/company/singularity-venture-hub
Singulr AI,AI Safety,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/singulr-ai
Sionic AI,Foundation Models / LLMs,KR,2023,$10M-$50M,https://www.ai-market-watch.com/company/sionic-ai
SiPearl,AI Chips / Semiconductors,DE,2019,$100M-$500M,https://www.ai-market-watch.com/company/sipearl
Sitch,,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/sitch
Sitegeist,Robotics / Embodied AI,DE,2025,$1M-$10M,https://www.ai-market-watch.com/company/sitegeist
SiteVue AI,Computer Vision,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/sitevue-ai
SIZL,AI in Analytics & BI,KR,2016,$10M-$50M,https://www.ai-market-watch.com/company/sizl
Sizzle AI (Acquired by Campus),AI in Education,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/sizzle-ai-acquired-by-campus
SK Hynix,AI Chips / Semiconductors,KR,1983,$1B+,https://www.ai-market-watch.com/company/sk-hynix
Skafos,AI Developer Tools,US,2017,$1M-$10M,https://www.ai-market-watch.com/company/skafos
SKAI Intelligence,AI Infrastructure,KR,2023,Undisclosed,https://www.ai-market-watch.com/company/skai-intelligence
Skello,AI in HR & Talent,FR,2016,$100M-$500M,https://www.ai-market-watch.com/company/skello
Skene,AI in Analytics & BI,FI,2025,<$1M,https://www.ai-market-watch.com/company/skene
Skild AI,Robotics / Embodied AI,US,2023,$1B+,https://www.ai-market-watch.com/company/skild-ai
Skillmaker.ai,AI in Education,US,2023,Undisclosed,https://www.ai-market-watch.com/company/skillmaker-ai
Skipr,AI Infrastructure,AE,2023,$1M-$10M,https://www.ai-market-watch.com/company/skipr
Skitii,AI in Healthcare,IN,2022,<$1M,https://www.ai-market-watch.com/company/skitii
Skleo Health GmbH,AI in Healthcare,DE,2024,$1M-$10M,https://www.ai-market-watch.com/company/skleo-health-gmbh
Skrooge,AI in Fintech,AE,2025,Undisclosed,https://www.ai-market-watch.com/company/skrooge
Skycore Semiconductors,AI Infrastructure,DK,2023,$1M-$10M,https://www.ai-market-watch.com/company/skycore-semiconductors
Skydo,AI in Fintech,IN,2022,$10M-$50M,https://www.ai-market-watch.com/company/skydo
Skyfire,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/skyfire
Skygen,AI Agents,AE,2023,$1M-$10M,https://www.ai-market-watch.com/company/skygen
SkyLink,AI Agents,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/skylink
Skymizer,AI Chips / Semiconductors,TW,2013,$10M-$50M,https://www.ai-market-watch.com/company/skymizer
Skyral,,GB,2023,$10M-$50M,https://www.ai-market-watch.com/company/skyral
Skywork AI,AI Agents,SG,2021,$10M-$50M,https://www.ai-market-watch.com/company/skywork-ai
Slashwork,Foundation Models / LLMs,GB,2024,$1M-$10M,https://www.ai-market-watch.com/company/slashwork
Sleep.ai,AI in Healthcare,US,2016,$1M-$10M,https://www.ai-market-watch.com/company/sleep-ai
Slingshot AI,AI in Healthcare,US,2023,$50M-$100M,https://www.ai-market-watch.com/company/slingshot-ai
SLNG.ai,Voice / Speech AI,ES,2025,$1M-$10M,https://www.ai-market-watch.com/company/slng-ai
Smallest.ai,AI Agents,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/smallest-ai
Smart Bricks,AI Agents,AE,2024,$1M-$10M,https://www.ai-market-watch.com/company/smart-bricks
Smart Garage,AI in Supply Chain / Logistics,IN,2018,<$1M,https://www.ai-market-watch.com/company/smart-garage
Smart Joules,AI in Climate / Energy,IN,2014,$10M-$50M,https://www.ai-market-watch.com/company/smart-joules
Smartex,Computer Vision,PT,2018,$10M-$50M,https://www.ai-market-watch.com/company/smartex
"SmartHR, Inc.",AI in HR & Talent,JP,2013,$100M-$500M,https://www.ai-market-watch.com/company/smarthr-inc
SmartRide,AI in Supply Chain / Logistics,KR,2021,Undisclosed,https://www.ai-market-watch.com/company/smartride
SmartScale AI,AI in Analytics & BI,US,2025,Undisclosed,https://www.ai-market-watch.com/company/smartscale-ai
Snapmint,AI in Fintech,IN,2017,$100M-$500M,https://www.ai-market-watch.com/company/snapmint
Snorkel AI,Data Infrastructure / Vector DBs,US,2019,$100M-$500M,https://www.ai-market-watch.com/company/snorkel-ai
Snowcap Compute,AI Infrastructure,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/snowcap-compute
SOC Prime,AI in Cybersecurity,US,2015,$10M-$50M,https://www.ai-market-watch.com/company/soc-prime
SocialPost.ai,AI in Marketing,US,2023,$1M-$10M,https://www.ai-market-watch.com/company/socialpost-ai
Socket,AI in Cybersecurity,US,2021,$50M-$100M,https://www.ai-market-watch.com/company/socket
Socratix AI,AI in Fintech,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/socratix-ai
Sofar Ocean,AI in Climate / Energy,US,2019,$50M-$100M,https://www.ai-market-watch.com/company/sofar-ocean
Sola Solutions,AI Agents,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/sola-solutions
Solda.AI,AI in Marketing,DE,2023,$1M-$10M,https://www.ai-market-watch.com/company/solda-ai
Solence,AI in Healthcare,FR,2022,$1M-$10M,https://www.ai-market-watch.com/company/solence
Solenery,AI in Climate / Energy,CA,2023,<$1M,https://www.ai-market-watch.com/company/solenery
Solid,AI in Analytics & BI,IL,2024,$10M-$50M,https://www.ai-market-watch.com/company/solid
SolidCore.ai,AI Safety,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/solidcore-ai
Solidrange,AI in Cybersecurity,SA,2021,$1M-$10M,https://www.ai-market-watch.com/company/solidrange
Solo.io,AI Infrastructure,US,2017,$100M-$500M,https://www.ai-market-watch.com/company/solo-io
SoloAI,Foundation Models / LLMs,,2024,$1M-$10M,https://www.ai-market-watch.com/company/soloai
Solve Intelligence,AI in Legal,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/solve-intelligence
SolveAI,AI Developer Tools,GB,2025,$50M-$100M,https://www.ai-market-watch.com/company/solveai
Solver,AI Developer Tools,US,2022,$1M-$10M,https://www.ai-market-watch.com/company/solver
Sona,AI Agents,GB,2021,$100M-$500M,https://www.ai-market-watch.com/company/sona
Songscription,Foundation Models / LLMs,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/songscription
Sonrai Security,AI in Cybersecurity,US,2017,$50M-$100M,https://www.ai-market-watch.com/company/sonrai-security
Sophia Space,AI in Defense / Aerospace,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/sophia-space
Sophont,AI in Healthcare,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/sophont
SORA Technology,AI in Healthcare,JP,2020,$1M-$10M,https://www.ai-market-watch.com/company/sora-technology
"SORACOM, Inc.",AI Infrastructure,JP,2014,$10M-$50M,https://www.ai-market-watch.com/company/soracom-inc
Sorcerics,,KR,2023,$1M-$10M,https://www.ai-market-watch.com/company/sorcerics
Sorcero,AI in Healthcare,US,2018,$50M-$100M,https://www.ai-market-watch.com/company/sorcero
Sorsera,AI in Supply Chain / Logistics,LV,2020,$1M-$10M,https://www.ai-market-watch.com/company/sorsera
Sortera Technologies,AI in Climate / Energy,US,2020,$100M-$500M,https://www.ai-market-watch.com/company/sortera-technologies
"SoundHound AI, Inc.",Voice / Speech AI,US,2005,$100M-$500M,https://www.ai-market-watch.com/company/soundhound-ai-inc
SOUS,AI Agents,NL,2022,$1M-$10M,https://www.ai-market-watch.com/company/sous
Sovereign Australia AI,Foundation Models / LLMs,AU,2024,$10M-$50M,https://www.ai-market-watch.com/company/sovereign-australia-ai
Soxton AI,AI in Legal,US,2025,$1M-$10M,https://www.ai-market-watch.com/company/soxton-ai
Space Shift Inc.,AI in Analytics & BI,JP,2009,$1M-$10M,https://www.ai-market-watch.com/company/space-shift-inc
SpaceLiinTech,AI in Healthcare,KR,2021,$1M-$10M,https://www.ai-market-watch.com/company/spaceliintech
Spacely AI,Foundation Models / LLMs,TH,2023,$1M-$10M,https://www.ai-market-watch.com/company/spacely-ai
SpaceX,Robotics / Embodied AI,US,2002,$1B+,https://www.ai-market-watch.com/company/spacex
SPAID,AI in Government / Public Sector,KR,2023,Undisclosed,https://www.ai-market-watch.com/company/spaid
Spangle AI,AI in Retail / E-commerce,US,2024,$10M-$50M,https://www.ai-market-watch.com/company/spangle-ai
Spara,AI in Marketing,US,2023,$10M-$50M,https://www.ai-market-watch.com/company/spara
Sparkli,AI in Education,CH,2024,$1M-$10M,https://www.ai-market-watch.com/company/sparkli
Sparrow,AI Agents,US,2018,$50M-$100M,https://www.ai-market-watch.com/company/sparrow
SparrowDesk,AI Agents,US,2025,Undisclosed,https://www.ai-market-watch.com/company/sparrowdesk
Sparticle,Foundation Models / LLMs,JP,2019,$1M-$10M,https://www.ai-market-watch.com/company/sparticle
Speak,AI in Education,US,2016,$100M-$500M,https://www.ai-market-watch.com/company/speak
SpeakX.ai,AI in Education,IN,2020,$10M-$50M,https://www.ai-market-watch.com/company/speakx-ai
Spear AI,AI in Analytics & BI,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/spear-ai
SPEC Toolbox,AI in Manufacturing,AU,2022,$1M-$10M,https://www.ai-market-watch.com/company/spec-toolbox
Spector,AI Agents,IN,2024,$1M-$10M,https://www.ai-market-watch.com/company/spector
Specx,AI in Climate / Energy,KR,2024,$1M-$10M,https://www.ai-market-watch.com/company/specx
Spektr,AI in Fintech,DK,2023,$10M-$50M,https://www.ai-market-watch.com/company/spektr
Spellbook,AI in Legal,CA,2018,$50M-$100M,https://www.ai-market-watch.com/company/spellbook
SPEX,AI in Analytics & BI,KR,2024,$1M-$10M,https://www.ai-market-watch.com/company/spex
SphereAX,Computer Vision,KR,2008,$1M-$10M,https://www.ai-market-watch.com/company/sphereax
Spiich Labs,AI Agents,SE,2025,<$1M,https://www.ai-market-watch.com/company/spiich-labs
Spike AI,AI in Marketing,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/spike-ai
Spike Studio Inc.,AI Agents,JP,2023,$1M-$10M,https://www.ai-market-watch.com/company/spike-studio-inc
Spikerz,AI in Cybersecurity,IL,2022,$1M-$10M,https://www.ai-market-watch.com/company/spikerz
Spiko,AI in Fintech,FR,2023,$10M-$50M,https://www.ai-market-watch.com/company/spiko
Spin.AI,AI in Cybersecurity,US,2017,$10M-$50M,https://www.ai-market-watch.com/company/spin-ai
Spintly,AI Agents,IN,2017,$10M-$50M,https://www.ai-market-watch.com/company/spintly
Spiral,AI Infrastructure,US,2022,$10M-$50M,https://www.ai-market-watch.com/company/spiral
Spirit AI,Robotics / Embodied AI,CN,2024,$500M-$1B,https://www.ai-market-watch.com/company/spirit-ai
Spiro,AI in Climate / Energy,AE,2022,$100M-$500M,https://www.ai-market-watch.com/company/spiro
Splash,Foundation Models / LLMs,AU,2017,$10M-$50M,https://www.ai-market-watch.com/company/splash
Splash Financial,AI in Fintech,US,2013,$100M-$500M,https://www.ai-market-watch.com/company/splash-financial
Splose,AI in Healthcare,AU,2016,$50M-$100M,https://www.ai-market-watch.com/company/splose
Splunk,AI Infrastructure,US,2003,$10M-$50M,https://www.ai-market-watch.com/company/splunk
SplxAI Inc.,AI in Cybersecurity,HR,2023,$1M-$10M,https://www.ai-market-watch.com/company/splxai-inc
SportAI,Computer Vision,NO,2023,$1M-$10M,https://www.ai-market-watch.com/company/sportai
Sportsbox AI,Computer Vision,US,2020,$1M-$10M,https://www.ai-market-watch.com/company/sportsbox-ai
SportsVisio,Computer Vision,US,2021,$1M-$10M,https://www.ai-market-watch.com/company/sportsvisio
SpotDraft,AI in Legal,US,2017,$50M-$100M,https://www.ai-market-watch.com/company/spotdraft
Spotlight on Startups,AI in Marketing,US,2011,Undisclosed,https://www.ai-market-watch.com/company/spotlight-on-startups
Spotwise AI,AI in Marketing,LV,2024,<$1M,https://www.ai-market-watch.com/company/spotwise-ai
Spryker,AI in Marketing,DE,2014,$100M-$500M,https://www.ai-market-watch.com/company/spryker
Spun,AI Agents,ID,2024,$1M-$10M,https://www.ai-market-watch.com/company/spun
Spur,AI Agents,US,2024,$1M-$10M,https://www.ai-market-watch.com/company/spur
SqueezeBits,AI Infrastructure,KR,2022,$1M-$10M,https://www.ai-market-watch.com/company/squeezebits
Squint,Computer Vision,US,2021,$50M-$100M,https://www.ai-market-watch.com/company/squint
